Age,Annual Income,Spending Score,Previous Purchases,Campaign Engagement,Days Since Last Purchase,Gender,Marital Status,Children,Social Media Interaction,Email Click Rate,Online Browsing Time,Loyalty Points,Product Reviews,Customer Tenure,Response
24,99835,85,14,1,64,0,1,0,19,0.460088694,4,1323,46,12,0
38,142424,85,19,5,349,0,0,3,2,0.317556864,25,3719,9,6,0
35,38118,4,4,9,285,1,1,3,4,0.9444277712,165,4125,45,5,0
20,106292,65,14,5,67,1,1,3,9,0.1883005708,81,1627,40,4,0
59,86911,62,3,3,361,1,1,3,6,0.4768208447,261,2535,9,15,0
56,103489,90,4,0,299,1,0,0,8,0.4184383195,256,3826,7,2,0
58,133088,2,14,4,95,0,1,0,17,0.9352048569,74,1745,17,15,0
66,45185,9,16,0,59,1,0,2,5,0.7558104969,125,2169,49,7,0
28,71792,57,7,7,256,0,0,0,9,0.4633765704,79,883,11,18,0
56,110210,45,18,1,18,0,0,1,11,0.6070528962,48,4489,20,0,0
41,80613,18,8,8,32,1,0,3,1,0.9075217012,81,3340,49,0,0
63,140012,48,9,8,90,0,0,0,0,0.83122856,36,4778,48,19,0
36,63927,42,4,2,237,1,1,1,3,0.6154534857,224,2535,25,6,0
21,30386,41,9,5,23,1,0,2,14,0.9153184843,256,1458,10,14,0
43,122153,75,0,8,226,0,0,1,1,0.3802869651,218,630,10,17,0
55,102728,89,3,6,338,0,1,2,2,0.733180451,292,4149,29,10,0
59,106281,90,4,3,264,0,1,3,16,0.01611511522,213,2877,45,1,0
49,60020,58,6,2,5,1,0,2,1,0.5829737756,274,424,0,5,0
56,72678,42,4,1,57,1,1,2,12,0.1369789071,164,2302,14,17,0
62,116695,35,19,9,99,1,1,1,7,0.5243007762,113,1931,27,4,0
63,91394,38,7,9,121,0,0,3,19,0.2465113137,55,3083,37,7,0
53,98945,67,16,0,356,1,0,1,18,0.3806830421,218,1434,4,8,0
57,145377,41,0,9,156,1,1,3,9,0.7921645953,290,13,44,11,0
54,86414,99,17,0,200,0,1,1,6,0.05860481155,83,3087,40,1,0
50,84816,50,11,3,224,0,0,0,3,0.5374014452,281,3060,41,10,0
53,85918,86,2,3,266,1,1,1,17,0.1448735866,173,1116,7,18,0
20,121281,72,19,8,150,1,1,2,2,0.5732410733,162,3961,37,2,1
26,141484,79,13,9,256,1,0,1,14,0.6335931757,21,1419,44,13,0
25,145640,45,15,0,80,0,0,2,19,0.1820859376,141,2484,21,17,0
50,92694,71,17,3,99,1,0,1,16,0.00596670761,185,4366,37,6,0
23,59455,19,9,2,104,1,1,1,7,0.0854533125,158,4096,45,0,0
58,134446,17,14,8,251,0,1,2,14,0.6896128787,272,4891,29,3,0
56,68735,65,9,4,132,1,0,3,12,0.3800988267,150,3959,3,14,1
21,124702,93,0,8,98,1,1,1,13,0.372894997,58,1624,1,17,0
30,135509,77,18,9,177,1,1,0,3,0.6918904446,88,2786,20,0,1
66,123608,56,1,5,264,0,0,0,10,0.4971323982,129,1157,32,7,0
19,144310,93,12,8,131,0,1,2,2,0.6370852094,89,4798,13,14,1
22,42109,41,15,0,198,0,0,2,18,0.9193288656,267,1018,15,13,0
61,75802,42,7,3,192,0,0,2,12,0.5068641279,239,2169,27,19,0
44,98020,6,2,3,207,1,1,0,3,0.638035157,265,520,45,5,0
49,64622,69,18,9,56,0,1,2,12,0.6397133753,220,3379,40,11,1
38,139935,98,13,9,261,0,1,2,14,0.5346985043,119,2520,8,3,1
25,147919,75,10,5,229,0,0,3,5,0.6644334309,257,3893,33,15,1
55,32597,73,11,9,141,0,0,0,17,0.8343453157,15,2021,10,7,0
25,70597,40,10,0,62,1,1,3,7,0.8078311414,163,3893,18,8,0
67,70954,41,10,9,117,0,0,3,8,0.05726956073,122,2175,28,6,0
20,99519,9,17,4,320,1,1,2,19,0.9517873194,176,1699,49,3,0
61,86115,8,9,2,307,0,1,3,1,0.8472007762,291,868,43,6,0
20,134988,44,15,0,320,1,1,1,9,0.970602456,213,3056,37,8,0
39,73151,58,7,5,244,0,1,1,1,0.194079385,104,1704,8,19,0
23,47040,67,5,2,355,0,0,1,8,0.5364083115,100,410,6,16,0
19,74772,13,18,3,135,0,1,3,8,0.4398935691,94,788,30,18,0
40,126090,19,12,8,95,1,0,1,12,0.3769574619,104,2949,2,16,0
61,93832,98,14,1,224,0,1,0,9,0.4065159171,236,4909,7,18,0
19,57916,96,12,0,7,1,0,1,6,0.9036206754,129,1438,8,15,0
55,74871,49,0,9,13,1,1,1,12,0.6984459206,226,3658,14,12,0
34,56372,80,1,5,23,1,0,3,4,0.3247498922,155,4914,7,4,0
52,91707,82,12,0,191,0,0,0,11,0.3788783192,134,1644,16,16,0
51,69080,78,1,0,240,0,1,3,8,0.4685212533,276,647,49,19,0
40,136242,30,10,6,348,0,1,0,8,0.3669300013,107,82,31,4,0
47,72722,66,12,1,24,0,0,0,17,0.2100732102,216,4313,22,19,0
69,59048,77,9,3,128,0,1,3,7,0.4353470188,236,2797,0,16,0
25,115205,91,14,3,86,1,0,1,17,0.07952633733,298,2932,45,12,0
39,39777,59,0,1,232,0,0,2,9,0.8544203664,76,545,35,10,0
61,84711,53,13,5,288,0,0,2,0,0.8248699132,141,2606,6,10,0
53,66331,52,9,9,55,0,1,1,9,0.891920868,76,3343,13,17,0
22,50968,81,17,1,189,1,0,2,4,0.4459105452,10,2784,9,3,0
30,83969,31,10,7,27,0,0,2,17,0.6512292553,9,1186,20,3,0
46,133345,15,6,3,28,0,0,0,18,0.8099935337,1,777,33,7,0
48,41292,20,14,0,278,0,1,3,12,0.3148570648,0,2275,34,17,0
64,70794,5,2,6,171,0,0,3,5,0.6333846465,46,822,39,1,0
33,109459,7,1,5,37,1,1,1,16,0.4382322286,90,2172,47,4,0
59,147932,18,7,5,298,1,0,1,13,0.3737106556,82,2351,32,18,0
47,80192,56,7,2,265,0,1,3,5,0.8594734998,273,1283,11,4,0
33,57703,75,10,9,26,1,0,2,15,0.6240780376,290,4882,12,1,1
29,114193,96,15,6,135,1,1,1,8,0.623395518,200,1083,30,3,1
34,99165,91,1,5,235,1,1,0,3,0.1568637822,61,2514,14,13,0
33,97650,90,4,9,244,0,1,3,17,0.3469182045,24,3881,34,6,0
29,86516,45,6,9,84,1,1,2,4,0.8412582581,213,2537,8,8,0
25,129981,28,19,8,12,0,1,0,0,0.2134921376,106,4527,5,12,0
37,131398,50,12,2,57,0,1,3,14,0.9704636304,156,2613,36,0,0
20,121110,2,1,2,258,1,0,3,11,0.831876217,79,2739,2,10,0
33,127885,84,2,3,99,1,1,2,13,0.2676145606,146,420,43,11,0
47,52257,68,8,2,103,1,0,1,11,0.1082189689,199,2925,39,14,0
62,130588,77,9,3,260,0,0,0,12,0.1695556891,203,2206,13,12,0
40,133356,24,12,5,277,1,1,0,2,0.242202027,193,34,48,19,0
45,113509,48,12,0,65,0,0,0,13,0.2377472687,205,438,13,3,0
68,121273,45,4,1,88,1,1,3,6,0.01627931189,207,3800,22,10,0
57,81672,93,6,9,295,1,0,2,2,0.7153016191,242,2919,48,16,1
22,93308,58,16,5,87,1,1,2,8,0.9770667552,97,4462,0,7,0
37,107583,36,14,5,4,0,0,3,3,0.2864342329,233,4461,35,17,0
57,149336,2,4,0,143,1,1,0,1,0.01627879335,9,1887,49,13,0
61,52113,18,6,5,116,0,1,0,2,0.9183101074,199,4877,32,13,0
18,30694,49,1,8,270,1,1,2,0,0.2061998305,107,3363,23,3,0
47,45588,8,17,7,204,0,0,1,4,0.007154118895,280,3117,25,9,0
38,91756,58,9,9,74,1,0,3,8,0.2241224628,114,1256,9,2,0
37,94085,15,0,4,79,1,1,1,17,0.1040159155,26,3721,38,4,0
23,141359,17,13,3,17,1,1,0,12,0.7260468402,9,494,17,12,0
39,144384,23,18,5,216,1,0,3,18,0.001641578329,38,569,9,19,0
35,91142,66,15,4,101,1,0,3,18,0.4413515098,270,3825,5,4,1
25,94373,70,18,5,131,1,0,1,6,0.4919521104,140,1255,34,1,1
56,115603,93,5,9,308,0,0,3,6,0.7842027149,32,3295,4,15,0
49,36704,27,11,2,57,1,0,2,14,0.5223643885,103,2117,8,6,0
50,70136,37,2,6,111,1,1,1,16,0.1247375358,10,2482,2,8,0
33,97507,49,6,7,84,0,1,2,2,0.426480208,216,1772,46,1,0
29,77361,64,2,4,330,0,0,0,16,0.9345909158,150,783,47,1,0
55,88847,34,16,4,313,1,0,1,13,0.2368043089,43,2817,7,17,0
69,136359,18,14,3,115,0,1,3,4,0.2994683284,69,616,9,12,0
51,41441,64,18,9,314,0,1,1,6,0.8732588139,240,2726,42,5,1
31,127012,74,18,4,161,1,0,2,18,0.7859647736,209,2269,24,3,1
53,148906,44,10,9,285,0,0,2,18,0.2955167248,240,2055,49,1,0
50,44677,17,19,7,323,1,0,0,0,0.7083729566,169,4610,35,5,0
40,57818,59,1,4,205,0,1,3,18,0.08511557522,128,4555,2,12,0
67,31868,13,6,8,330,0,0,3,16,0.5429940223,219,1468,39,0,0
62,113591,52,18,0,67,0,1,0,14,0.8709759316,189,818,26,0,0
19,97264,60,6,6,247,1,0,2,7,0.8425173306,86,2855,22,1,0
58,103168,42,9,4,56,1,0,3,7,0.2028453413,233,1778,43,16,0
38,42043,91,11,3,164,1,1,3,0,0.5331654458,134,2821,30,13,0
19,101939,64,17,2,165,1,0,2,19,0.3984610068,83,2662,33,19,0
44,45732,66,5,9,296,1,1,0,8,0.5608556077,264,3757,3,8,0
26,85244,34,19,6,3,1,0,2,1,0.07507284881,266,1966,11,19,0
18,48526,95,7,1,294,0,1,3,0,0.9813556438,5,3655,48,11,0
28,39340,87,4,4,364,0,1,1,15,0.5635144389,58,2151,46,4,0
20,134488,71,2,1,105,1,0,0,12,0.1192896523,109,2170,36,5,0
69,52394,64,1,6,107,0,0,1,10,0.6422684219,17,4055,47,5,0
40,128557,33,5,5,169,1,1,2,0,0.007713489751,284,3743,18,16,0
43,34102,12,6,9,266,1,0,0,5,0.006467072219,43,3237,16,14,0
21,131846,76,7,6,266,0,1,0,0,0.1791465686,160,4918,25,18,0
35,49159,19,3,8,53,0,1,0,5,0.2709288242,37,898,22,17,0
23,95092,9,11,1,165,1,0,2,8,0.2631604487,236,2479,24,19,0
52,36212,74,11,8,253,1,1,0,12,0.4431716654,100,738,41,11,1
39,127360,17,16,6,275,0,0,0,15,0.5131946821,168,1151,5,8,0
60,67405,50,18,1,153,0,0,3,19,0.422151768,271,2745,19,18,0
32,107061,39,8,9,127,0,1,0,3,0.3738887081,293,1577,4,6,0
39,124296,41,11,1,75,1,1,3,19,0.6701398743,62,2216,28,14,0
54,85186,10,16,3,220,1,0,0,10,0.2483370273,226,4345,34,4,0
69,74239,12,9,1,269,1,1,2,12,0.6278065257,227,4747,35,1,0
59,140804,79,18,0,122,1,1,0,0,0.9566675399,264,2811,41,16,0
29,122993,95,10,5,24,1,0,0,2,0.4717731944,142,2776,34,10,1
64,143551,15,19,9,105,0,0,2,10,0.51119762,223,3803,11,9,0
66,40532,28,12,4,105,1,0,0,19,0.7282787195,264,4552,25,18,0
59,109054,4,3,2,102,1,1,1,7,0.5073957905,299,4524,46,14,0
55,102012,36,14,0,265,1,1,0,0,0.1439075059,100,4387,22,6,0
35,147836,65,11,8,13,0,0,0,18,0.6107033434,208,4411,44,8,1
62,115279,98,9,7,132,1,0,3,13,0.5087734642,240,2024,3,3,1
52,96540,47,6,5,21,0,0,3,17,0.9514765518,38,375,7,8,0
47,138590,81,1,5,74,1,0,1,5,0.0930034416,178,2961,26,0,0
41,133021,39,6,3,284,1,1,2,8,0.536468341,39,454,27,6,0
59,33271,38,7,1,243,0,1,0,8,0.6169309322,245,215,7,15,0
47,75482,44,18,3,255,0,0,3,14,0.6198942454,62,2082,43,2,0
31,30209,51,5,1,145,1,1,1,4,0.05970072238,133,4629,13,1,0
23,120999,97,7,6,211,0,1,2,18,0.3278307191,37,2970,40,0,0
20,35539,85,19,8,248,0,1,3,8,0.2625429857,261,1409,5,3,1
33,144841,26,3,1,34,0,0,2,8,0.679986962,114,714,40,19,0
24,49977,36,19,8,326,1,0,1,16,0.7354121798,50,1433,21,18,0
69,104142,69,8,8,252,1,1,2,14,0.2092693948,116,3462,24,0,1
31,139920,97,4,7,349,1,0,2,9,0.8260803965,223,2258,7,3,0
26,129588,1,5,0,259,1,0,1,8,0.4850338581,97,338,38,14,0
32,98684,53,18,4,306,0,1,2,18,0.2629608279,161,2761,39,9,0
38,129072,6,11,9,349,1,1,1,6,0.2997530387,219,3904,30,0,0
52,35607,37,4,3,285,0,0,2,12,0.2635372644,60,4560,3,12,0
19,115122,2,4,6,349,1,1,3,1,0.6044417921,213,3401,17,11,0
44,124786,69,17,7,180,1,1,3,17,0.5270658482,177,2708,34,17,1
19,81939,90,5,9,209,0,1,3,7,0.938729961,31,912,35,1,0
52,48594,41,8,7,109,1,0,3,7,0.2736890133,57,4777,16,12,0
35,88382,51,10,1,329,1,1,1,19,0.3191773482,47,2987,42,14,0
31,37399,47,13,2,141,1,1,2,8,0.006477339536,108,2986,33,6,0
37,55117,13,1,9,163,0,0,1,12,0.2983386887,272,2837,39,18,0
35,128662,76,13,9,86,1,0,0,19,0.2508800315,137,4957,19,1,1
27,63617,69,18,6,139,0,0,2,11,0.4019957399,206,3324,47,0,1
42,37498,66,9,3,331,0,0,1,6,0.495640572,49,3107,29,13,0
19,132826,59,4,5,161,1,1,2,12,0.6702511958,37,4688,9,1,0
42,147232,68,3,7,25,1,0,2,12,0.1918885143,111,2544,35,17,0
50,141077,59,6,7,133,1,0,0,3,0.5564188463,167,4405,37,14,0
53,146519,91,12,6,356,1,0,3,1,0.7286428652,130,986,46,4,1
48,80624,10,9,1,114,0,1,2,1,0.2411821105,221,1056,47,19,0
31,39628,13,9,1,180,0,0,2,4,0.3512115976,30,1155,44,13,0
18,30329,2,3,2,361,1,0,0,1,0.2051186177,271,2587,31,10,0
63,68619,90,15,3,358,1,1,1,14,0.111032064,27,459,17,12,0
33,37032,15,14,0,146,1,1,3,1,0.7562040644,164,2035,47,10,0
63,78094,46,10,4,359,0,1,1,1,0.2400635989,72,2153,32,3,0
69,68034,57,18,6,214,1,1,1,19,0.3675686896,98,4720,14,3,0
20,132658,10,2,9,76,1,1,1,7,0.2476868483,35,4384,43,11,0
52,116158,22,14,4,94,1,1,3,4,0.04382466788,165,4200,43,9,0
58,85264,89,15,6,217,0,1,1,15,0.7289903194,192,1272,34,16,1
23,124120,79,13,4,362,0,0,1,13,0.6433299419,33,3385,23,1,0
42,77850,77,4,9,51,1,0,3,7,0.4761260923,149,3047,30,19,0
30,34722,8,16,7,273,0,0,3,10,0.6743359114,93,1073,31,10,0
51,47772,21,17,6,174,1,1,0,10,0.8464998965,178,3456,32,1,0
25,116105,85,18,0,312,1,1,1,7,0.6184624914,199,4631,39,1,0
38,71679,22,0,0,32,0,0,0,15,0.9067852252,257,1170,49,19,0
51,98771,97,8,4,359,1,1,2,7,0.2014951941,93,2961,43,12,1
21,34576,45,13,1,131,0,0,0,19,0.8833576199,282,3167,42,19,0
42,56707,91,19,8,274,0,0,0,19,0.5415348223,97,2475,41,12,1
32,129404,40,19,1,6,1,0,0,11,0.8416257405,287,3461,35,16,0
21,71632,22,10,8,226,1,1,0,4,0.7438095409,217,208,10,14,0
62,71476,30,1,9,254,1,0,1,2,0.05763986135,150,2059,31,13,0
29,147220,62,19,1,281,1,1,2,17,0.837795763,40,102,46,0,0
49,60285,73,4,3,235,1,0,2,0,0.3372884808,87,4287,2,15,0
49,54154,45,14,2,342,0,0,3,18,0.4231352492,1,3767,48,15,0
45,50054,35,11,5,353,0,0,2,12,0.01107453625,61,310,7,10,0
30,47165,82,13,3,183,0,1,0,10,0.7587215276,232,2354,32,18,0
48,44439,42,10,8,198,0,0,3,0,0.4669573105,223,3647,38,15,0
31,148211,5,8,8,202,0,0,0,17,0.9396183108,119,351,18,6,0
37,74518,27,19,9,135,1,1,1,18,0.2809979465,52,4994,34,14,0
35,118051,70,7,8,287,0,0,1,12,0.4960717787,56,2137,40,19,1
46,56962,62,11,2,289,1,0,2,7,0.411134837,47,4299,44,9,0
23,83934,32,2,2,145,1,0,0,17,0.7921100117,206,3889,7,17,0
49,138085,8,14,3,206,0,0,0,1,0.5356435393,133,923,25,16,0
46,67763,85,7,8,54,0,1,0,18,0.4598779315,108,4569,18,17,1
60,146189,18,6,5,298,0,0,3,18,0.9468197539,72,3973,43,6,0
19,140290,78,16,8,249,1,0,3,4,0.3779433165,56,1284,8,8,1
40,94094,15,11,7,274,1,1,3,7,0.4900190065,262,2998,37,13,0
36,140814,26,19,6,204,1,1,2,19,0.5541408382,29,4449,34,0,0
48,49464,53,17,4,312,0,0,2,2,0.05386484858,54,2042,6,16,0
68,72036,44,17,8,191,1,0,0,1,0.5265121652,149,2302,3,0,0
22,125949,32,14,3,335,1,0,0,5,0.3357999876,259,3893,5,10,0
36,63270,28,2,3,1,0,1,2,15,0.6502468105,4,445,33,17,0
51,72299,39,18,7,184,1,1,3,14,0.6436247536,131,2146,15,12,0
27,115805,32,14,3,161,1,1,3,3,0.7112985766,170,448,9,12,0
42,61541,77,15,6,48,0,0,3,1,0.3991502762,14,67,35,17,0
19,103545,79,16,3,89,1,0,3,13,0.104787617,233,890,13,19,0
28,112543,18,0,0,250,0,1,3,5,0.4391531983,83,3020,6,17,0
67,121998,70,10,9,21,0,1,2,19,0.552186516,185,871,1,5,1
48,107078,11,5,8,211,1,0,1,19,0.02485025121,288,948,30,12,0
32,112970,32,8,3,233,1,1,1,3,0.5473629998,94,1556,28,5,0
26,59765,20,19,2,171,0,0,1,19,0.3992763273,229,1619,16,7,0
40,53769,97,15,2,90,1,1,0,0,0.4784574082,235,95,15,17,0
36,118001,40,5,8,162,1,0,0,13,0.3033362435,255,3416,6,0,0
26,117404,8,11,7,284,0,1,3,2,0.492139529,280,1350,49,11,0
52,50156,35,18,9,5,0,0,0,3,0.8818406706,292,1452,14,0,0
38,115836,69,12,6,243,0,1,2,19,0.7878490485,17,861,27,11,0
26,148706,99,12,6,340,0,1,1,13,0.6160441784,280,342,45,13,0
45,80481,78,3,3,158,0,1,2,19,0.626577106,34,4792,5,4,0
63,43435,21,8,2,122,0,1,2,18,0.8953903752,124,3220,44,11,0
68,99650,24,13,3,359,1,1,2,8,0.4796961773,255,1504,5,1,0
24,76336,17,13,5,187,1,1,3,13,0.5393466801,11,3354,26,5,0
33,66135,18,16,3,13,0,0,3,3,0.8601785639,93,3789,33,15,0
33,103631,98,4,3,69,0,1,3,3,0.7547172593,149,4647,13,1,0
50,67909,12,18,1,138,0,0,0,11,0.4330611572,58,3061,40,2,0
21,99487,16,1,6,357,0,1,3,7,0.3052623169,212,2462,16,14,0
21,51468,4,12,5,324,0,1,0,15,0.5178186904,60,2311,9,17,0
56,122609,89,10,1,78,1,0,2,10,0.1206111832,160,3708,48,10,0
57,77655,34,1,4,293,0,0,1,6,0.6804382393,146,962,1,5,0
34,64341,92,0,5,317,1,0,3,19,0.4644477897,147,162,13,16,0
54,141663,46,2,4,79,0,1,0,13,0.5949879096,132,330,20,4,0
56,94182,75,11,3,145,1,1,0,9,0.846198835,221,1779,34,9,0
69,81786,77,6,8,224,1,0,3,1,0.3563205184,114,1007,27,10,1
46,98304,31,0,2,226,0,0,3,12,0.4971679502,262,2163,35,7,0
69,133606,25,8,1,179,0,0,2,8,0.5556905517,174,3937,40,2,0
53,76514,74,17,8,23,0,1,0,17,0.2801748538,208,2646,44,16,1
55,63979,24,19,7,98,1,0,1,9,0.2748357245,244,4804,19,5,0
56,120887,65,5,8,269,0,0,2,13,0.526222486,97,3485,6,0,0
67,110981,25,8,9,93,0,1,0,2,0.2571631481,134,932,21,14,0
54,85107,28,7,2,279,1,0,2,6,0.8612023332,209,655,44,16,0
69,144119,36,17,0,268,1,1,2,10,0.9948751632,63,3526,49,7,0
52,31160,82,14,0,146,0,0,3,5,0.2108521795,262,4724,27,1,0
24,117897,6,0,2,284,0,0,1,14,0.5752583891,90,1791,19,14,0
44,102577,66,13,3,21,0,0,1,14,0.145378044,270,2049,31,15,0
45,114303,67,17,1,1,0,0,0,7,0.1855713076,33,2221,18,16,0
39,40846,72,18,7,102,0,0,2,12,0.7659689835,193,2052,27,4,1
31,134180,95,18,2,35,0,1,3,11,0.1996801073,266,556,24,5,0
24,49924,48,9,3,293,0,0,0,11,0.7490011766,197,2790,21,5,0
54,141193,83,19,5,273,1,0,0,8,0.4040287195,9,1020,1,10,0
39,43882,70,5,9,50,1,0,0,19,0.4794593544,210,654,20,7,0
22,110274,78,16,5,142,1,0,1,16,0.259411699,202,379,5,14,0
19,116555,67,13,1,16,1,1,2,14,0.548981282,91,553,32,3,0
44,31095,48,12,5,76,0,0,2,12,0.3315549177,108,2433,41,7,0
38,134205,65,7,3,277,0,1,3,13,0.1745661442,11,471,45,0,0
55,70983,44,9,4,122,1,1,1,7,0.1390730564,120,3740,2,3,0
32,141215,94,8,6,345,1,1,1,12,0.999656962,219,604,23,15,1
38,44123,63,4,6,173,0,1,0,2,0.3456329779,4,724,11,7,0
27,123668,46,3,5,131,0,0,3,7,0.8049247326,274,152,4,19,0
40,96615,19,5,9,262,1,1,0,5,0.3413851027,235,1429,21,18,0
56,125193,64,5,5,270,1,0,3,10,0.6229592627,36,4434,19,2,0
22,75278,83,12,5,207,1,1,3,9,0.8411624732,27,3261,32,14,0
18,127911,73,3,3,295,1,1,1,7,0.6960340646,299,2700,3,17,0
30,120290,71,7,2,225,0,1,1,7,0.06907620159,170,1407,25,16,0
38,81999,50,4,0,188,0,1,2,6,0.1927759522,196,3256,15,0,0
43,61153,63,1,2,357,0,1,2,18,0.873583514,239,2336,19,18,0
67,48344,41,8,2,143,1,0,2,11,0.4712231786,215,1278,35,8,0
62,129777,7,10,8,353,0,0,1,2,0.5984696332,119,2592,18,15,0
38,67656,9,19,2,250,1,0,0,10,0.02445282673,275,2359,30,9,0
35,100515,4,19,7,244,0,1,3,12,0.4873166488,133,1419,43,6,0
54,31212,89,10,7,17,1,1,3,15,0.4308564611,219,2925,2,15,1
62,39001,49,6,2,202,1,0,2,8,0.6861960227,127,4822,14,9,0
49,108784,76,13,9,203,0,1,3,15,0.2744474089,267,2298,48,9,1
53,128723,6,5,9,1,0,1,3,4,0.7438909045,116,2012,10,16,0
34,111144,82,3,5,53,0,1,1,7,0.6708958601,86,3131,15,11,0
52,66427,21,5,7,165,1,0,1,11,0.5097116953,62,2368,46,16,0
66,61368,15,2,7,352,1,0,3,2,0.3756509177,6,3223,38,17,0
28,100819,67,5,9,328,1,1,0,2,0.3019915536,256,4536,40,6,0
38,91160,66,2,9,142,0,0,2,12,0.5350995284,218,2082,42,11,0
69,55854,56,0,8,91,1,1,3,2,0.5768239184,149,1718,46,7,0
43,40715,68,17,8,7,0,0,3,8,0.4481320656,42,2921,0,17,0
21,111701,32,3,7,251,1,0,2,0,0.320574468,294,2586,31,16,0
51,88784,66,5,6,99,0,0,1,5,0.8799003915,202,4695,7,14,0
69,129644,29,16,9,38,1,0,2,18,0.3102129285,170,2562,18,10,0
65,56797,66,17,2,135,0,1,0,15,0.6721658995,148,3712,25,11,0
35,77573,34,5,6,361,0,0,3,0,0.9048254715,116,1342,40,6,0
57,106120,27,1,3,49,1,0,3,9,0.6468497127,14,2427,20,16,0
52,44780,60,11,1,82,1,1,3,1,0.36592311,165,2140,21,14,0
58,67905,39,11,7,253,1,1,2,2,0.2972078879,278,3756,45,1,0
46,51573,44,3,1,195,1,0,0,6,0.8534017453,90,2756,10,4,0
69,146049,82,15,0,26,0,1,3,5,0.4899563909,210,554,6,13,0
46,63359,36,19,4,76,1,0,1,14,0.5933679616,236,1146,5,2,0
55,96062,19,9,9,293,0,0,0,1,0.5962998059,203,1035,24,7,0
59,103391,91,9,8,254,1,0,0,16,0.5338017312,278,987,31,14,1
38,73463,45,6,4,20,1,0,0,18,0.9313263257,178,2762,32,4,0
59,129596,84,13,1,217,0,1,0,13,0.9310341759,247,4220,30,2,0
30,146342,21,6,9,44,1,1,1,16,0.04042148996,45,4389,15,17,0
66,125018,23,11,3,181,1,0,0,18,0.5056660505,248,290,35,4,0
58,46571,94,10,7,285,1,1,1,1,0.5655676762,237,4204,16,0,1
34,127276,89,16,6,350,1,1,2,15,0.9255584664,245,4367,44,15,1
26,49142,95,10,4,143,1,0,2,19,0.06965766054,93,996,25,3,0
58,55104,27,2,3,51,1,0,2,15,0.7890745201,59,1247,22,4,0
18,38625,98,18,4,250,0,0,2,2,0.6424186903,168,1087,35,10,1
19,69199,72,3,6,105,0,0,1,13,0.732499217,253,3001,44,13,0
65,45926,19,7,4,296,1,1,3,6,0.291705367,6,2639,48,11,0
46,61218,41,13,7,198,0,0,1,9,0.7466127344,234,4960,46,11,0
50,74472,26,19,6,336,1,0,2,8,0.2826722869,275,679,48,4,0
27,121916,28,13,6,279,1,1,3,7,0.6756675729,171,3475,10,9,0
67,50566,64,15,8,147,1,0,3,14,0.7870224651,299,676,41,2,1
57,86125,68,14,7,102,0,0,3,11,0.7833066542,139,3302,29,7,1
38,63205,95,11,7,1,0,1,3,5,0.5443727881,58,892,24,16,1
45,139084,80,15,5,255,1,1,0,14,0.413567229,233,2633,33,10,1
28,59717,51,19,6,59,1,0,2,14,0.2435540321,161,399,43,15,0
51,79984,74,18,7,306,1,0,2,7,0.03349528124,243,3972,20,10,0
25,137292,48,4,4,90,0,1,2,11,0.04889506574,299,1811,1,16,0
39,55135,10,11,9,100,0,0,1,19,0.4185156416,80,4151,2,17,0
25,58164,73,4,1,113,1,1,2,1,0.09493659855,295,3162,4,9,0
66,104489,39,9,6,261,1,1,2,8,0.1119634426,129,1322,44,18,0
32,68562,19,16,9,53,1,0,2,7,0.1947013304,188,4657,1,5,0
34,99110,64,14,2,187,1,1,1,7,0.4813074502,20,58,30,8,0
40,50169,19,7,9,26,0,0,2,3,0.5917506263,139,83,22,6,0
41,89858,76,7,7,239,0,1,2,4,0.6942664665,251,2956,13,12,1
62,51604,62,7,5,79,0,1,0,16,0.4862200079,77,1009,17,14,1
36,119670,13,9,3,189,0,0,2,6,0.6647366145,222,3022,10,0,0
22,144605,25,19,1,318,1,0,3,0,0.8621081726,87,3363,14,8,0
49,118738,89,12,6,354,0,1,1,9,0.3741630235,139,4658,20,19,1
61,30684,92,15,0,90,1,0,3,13,0.6882389363,216,2074,4,17,0
18,132537,42,8,6,34,0,1,0,18,0.6585058049,227,3642,2,14,0
40,145265,39,15,9,57,0,0,2,8,0.6364956588,13,1333,17,9,0
54,141301,30,9,9,188,0,0,1,10,0.5834959594,151,1475,7,4,0
25,38007,5,2,6,252,1,0,0,11,0.7261578166,153,4934,37,1,0
30,144915,81,13,9,35,0,0,1,0,0.8185433046,195,3847,25,8,1
25,130632,18,12,2,357,0,1,3,19,0.3921294788,63,3086,31,14,0
40,147419,21,3,3,91,0,0,0,16,0.6547631968,167,2024,12,12,0
60,71787,86,3,3,55,0,0,1,0,0.2485109074,156,1308,9,6,0
18,79582,50,5,3,66,0,0,3,0,0.7560062366,145,742,0,0,0
62,104791,6,18,8,312,0,0,0,17,0.8803933176,195,1939,41,4,0
68,127798,50,10,5,168,1,0,2,8,0.7614726027,122,3264,10,19,0
41,113629,80,7,9,286,1,0,2,16,0.4910907375,96,3590,4,4,1
52,35782,66,13,8,130,1,0,3,12,0.133437568,65,2045,0,19,0
41,96770,1,7,3,165,1,1,2,16,0.8731030843,267,2542,0,16,0
34,87645,57,13,6,51,0,1,2,10,0.8146216226,277,1289,18,6,0
22,133509,30,6,9,151,1,0,0,16,0.6980038105,141,2938,49,16,0
37,129724,58,17,8,104,1,1,0,8,0.8514848751,264,4911,4,0,0
